"Month";"car_manufacturer_name";"car_modification";"year_start";"year_end";"parts_on_sale";"newly_listed_parts";"sold_in_30_days";"sold_in_60_days";"sold_parts";"unique_monthly_cookies"
2021-08-01;"car_manufacturer_77";"car_modification_1578";"";"";45;8;0;0;1;13
2021-09-01;"car_manufacturer_77";"car_modification_1578";"";"";45;1;0;0;1;13
2021-10-01;"car_manufacturer_77";"car_modification_1578";"";"";44;0;0;0;6;13
2021-11-01;"car_manufacturer_77";"car_modification_1578";"";"";38;1;0;0;0;6
2021-12-01;"car_manufacturer_77";"car_modification_1578";"";"";40;2;0;0;0;10
2022-01-01;"car_manufacturer_77";"car_modification_1578";"";"";40;0;0;0;1;17
2022-02-01;"car_manufacturer_77";"car_modification_1578";"";"";40;1;0;0;1;8
2021-05-01;"car_manufacturer_77";"car_modification_1579";"1997";"2004";12978;670;9;13;36;447
2021-06-01;"car_manufacturer_77";"car_modification_1579";"1997";"2004";12196;333;3;8;42;488
2021-07-01;"car_manufacturer_77";"car_modification_1579";"1997";"2004";12695;598;7;12;47;478
2021-08-01;"car_manufacturer_77";"car_modification_1579";"1997";"2004";13335;747;18;26;62;567
2021-09-01;"car_manufacturer_77";"car_modification_1579";"1997";"2004";14506;1296;8;14;73;604
2021-10-01;"car_manufacturer_77";"car_modification_1579";"1997";"2004";15304;981;8;14;63;604
2021-11-01;"car_manufacturer_77";"car_modification_1579";"1997";"2004";15652;556;4;14;60;627
2021-12-01;"car_manufacturer_77";"car_modification_1579";"1997";"2004";16049;716;6;11;58;498
2022-01-01;"car_manufacturer_77";"car_modification_1579";"1997";"2004";16666;880;11;18;81;545
2022-02-01;"car_manufacturer_77";"car_modification_1579";"1997";"2004";17464;1130;6;9;89;499
2021-05-01;"car_manufacturer_77";"car_modification_1580";"2004";"2012";6646;868;16;27;46;649
2021-06-01;"car_manufacturer_77";"car_modification_1580";"2004";"2012";6609;353;7;9;52;671
2021-07-01;"car_manufacturer_77";"car_modification_1580";"2004";"2012";6840;343;12;22;61;659
2021-08-01;"car_manufacturer_77";"car_modification_1580";"2004";"2012";6931;213;11;15;77;654
2021-09-01;"car_manufacturer_77";"car_modification_1580";"2004";"2012";7683;997;7;17;66;682
2021-10-01;"car_manufacturer_77";"car_modification_1580";"2004";"2012";8087;573;9;14;52;664
2021-11-01;"car_manufacturer_77";"car_modification_1580";"2004";"2012";8389;513;18;24;69;650
2021-12-01;"car_manufacturer_77";"car_modification_1580";"2004";"2012";8854;761;14;28;60;652
2022-01-01;"car_manufacturer_77";"car_modification_1580";"2004";"2012";9234;721;25;34;91;747
2022-02-01;"car_manufacturer_77";"car_modification_1580";"2004";"2012";9753;847;18;20;86;680
2021-05-01;"car_manufacturer_77";"car_modification_1581";"2012";"2018";1249;393;11;24;19;216
2021-06-01;"car_manufacturer_77";"car_modification_1581";"2012";"2018";1200;24;0;0;31;190
2021-07-01;"car_manufacturer_77";"car_modification_1581";"2012";"2018";1568;411;8;15;15;205
2021-08-01;"car_manufacturer_77";"car_modification_1581";"2012";"2018";1993;446;9;20;28;278
2021-09-01;"car_manufacturer_77";"car_modification_1581";"2012";"2018";2286;338;4;8;38;343
2021-10-01;"car_manufacturer_77";"car_modification_1581";"2012";"2018";2417;232;5;8;43;324
2021-11-01;"car_manufacturer_77";"car_modification_1581";"2012";"2018";2570;253;8;14;43;325
2021-12-01;"car_manufacturer_77";"car_modification_1581";"2012";"2018";3000;538;4;11;36;367
2022-01-01;"car_manufacturer_77";"car_modification_1581";"2012";"2018";3255;384;3;8;37;406
2022-02-01;"car_manufacturer_77";"car_modification_1581";"2012";"2018";3412;279;11;12;39;368
2021-05-01;"car_manufacturer_77";"car_modification_1582";"2018";"";58;7;0;0;0;27
2021-06-01;"car_manufacturer_77";"car_modification_1582";"2018";"";57;1;0;0;0;30
2021-07-01;"car_manufacturer_77";"car_modification_1582";"2018";"";64;8;0;0;0;37
2021-08-01;"car_manufacturer_77";"car_modification_1582";"2018";"";138;74;3;4;3;49
2021-09-01;"car_manufacturer_77";"car_modification_1582";"2018";"";190;56;0;0;0;58
2021-10-01;"car_manufacturer_77";"car_modification_1582";"2018";"";248;61;1;3;1;80
2021-11-01;"car_manufacturer_77";"car_modification_1582";"2018";"";613;390;0;2;4;79
2021-12-01;"car_manufacturer_77";"car_modification_1582";"2018";"";1475;887;5;8;6;66
2022-01-01;"car_manufacturer_77";"car_modification_1582";"2018";"";1605;180;1;3;10;127
2022-02-01;"car_manufacturer_77";"car_modification_1582";"2018";"";1540;46;2;2;12;144
2021-05-01;"car_manufacturer_77";"car_modification_1583";"2018";"";0;0;0;0;0;0
2021-06-01;"car_manufacturer_77";"car_modification_1583";"2018";"";0;0;0;0;0;0
2021-07-01;"car_manufacturer_77";"car_modification_1583";"2018";"";0;0;0;0;0;0
2021-08-01;"car_manufacturer_77";"car_modification_1583";"2018";"";0;0;0;0;0;0
2021-09-01;"car_manufacturer_77";"car_modification_1583";"2018";"";0;0;0;0;0;0
2021-10-01;"car_manufacturer_77";"car_modification_1583";"2018";"";0;0;0;0;0;0
2021-11-01;"car_manufacturer_77";"car_modification_1583";"2018";"";0;0;0;0;0;2
2021-12-01;"car_manufacturer_77";"car_modification_1583";"2018";"";430;430;0;2;0;14
2022-01-01;"car_manufacturer_77";"car_modification_1583";"2018";"";437;8;0;0;0;44
2022-02-01;"car_manufacturer_77";"car_modification_1583";"2018";"";370;4;0;0;2;63
2021-05-01;"car_manufacturer_77";"car_modification_1584";"1995";"2005";10;1;0;0;0;10
2021-06-01;"car_manufacturer_77";"car_modification_1584";"1995";"2005";10;1;0;0;0;10
2021-07-01;"car_manufacturer_77";"car_modification_1584";"1995";"2005";11;1;0;0;0;4
2021-08-01;"car_manufacturer_77";"car_modification_1584";"1995";"2005";11;0;0;0;0;13
2021-09-01;"car_manufacturer_77";"car_modification_1584";"1995";"2005";11;0;0;0;0;6
2021-10-01;"car_manufacturer_77";"car_modification_1584";"1995";"2005";12;2;0;0;0;1
2021-11-01;"car_manufacturer_77";"car_modification_1584";"1995";"2005";12;0;0;0;0;11
2021-12-01;"car_manufacturer_77";"car_modification_1584";"1995";"2005";14;2;0;0;0;4
2022-01-01;"car_manufacturer_77";"car_modification_1584";"1995";"2005";15;1;0;0;0;6
2022-02-01;"car_manufacturer_77";"car_modification_1584";"1995";"2005";17;3;0;0;0;9
2021-05-01;"car_manufacturer_77";"car_modification_1585";"2011";"2018";0;0;0;0;0;0
2021-06-01;"car_manufacturer_77";"car_modification_1585";"2011";"2018";0;0;0;0;0;0
2021-07-01;"car_manufacturer_77";"car_modification_1585";"2011";"2018";0;0;0;0;0;0
2021-08-01;"car_manufacturer_77";"car_modification_1585";"2011";"2018";0;0;0;0;0;0
2021-09-01;"car_manufacturer_77";"car_modification_1585";"2011";"2018";10;10;0;0;0;5
2021-10-01;"car_manufacturer_77";"car_modification_1585";"2011";"2018";32;22;0;0;0;14
2021-11-01;"car_manufacturer_77";"car_modification_1585";"2011";"2018";36;4;0;0;0;12
2021-12-01;"car_manufacturer_77";"car_modification_1585";"2011";"2018";46;10;0;1;0;10
2022-01-01;"car_manufacturer_77";"car_modification_1585";"2011";"2018";48;2;0;0;0;10
2022-02-01;"car_manufacturer_77";"car_modification_1585";"2011";"2018";66;18;1;1;4;12
2021-05-01;"car_manufacturer_77";"car_modification_1586";"2018";"";4;1;0;0;0;1
2021-06-01;"car_manufacturer_77";"car_modification_1586";"2018";"";5;1;0;0;0;0
2021-07-01;"car_manufacturer_77";"car_modification_1586";"2018";"";5;0;0;0;0;0
2021-08-01;"car_manufacturer_77";"car_modification_1586";"2018";"";6;2;0;0;0;2
2021-09-01;"car_manufacturer_77";"car_modification_1586";"2018";"";15;9;0;0;0;0
2021-10-01;"car_manufacturer_77";"car_modification_1586";"2018";"";16;1;0;0;0;1
2021-11-01;"car_manufacturer_77";"car_modification_1586";"2018";"";12;1;0;0;0;1
2021-12-01;"car_manufacturer_77";"car_modification_1586";"2018";"";12;0;0;0;0;0
2022-01-01;"car_manufacturer_77";"car_modification_1586";"2018";"";11;0;0;0;0;1
2022-02-01;"car_manufacturer_77";"car_modification_1586";"2018";"";12;1;1;1;0;1
2021-05-01;"car_manufacturer_77";"car_modification_1587";"2016";"";11;1;0;0;0;19
2021-06-01;"car_manufacturer_77";"car_modification_1587";"2016";"";8;0;0;0;0;6
2021-07-01;"car_manufacturer_77";"car_modification_1587";"2016";"";8;0;0;0;0;9
2021-08-01;"car_manufacturer_77";"car_modification_1587";"2016";"";12;4;0;0;0;10
2021-09-01;"car_manufacturer_77";"car_modification_1587";"2016";"";16;4;0;0;0;8
2021-10-01;"car_manufacturer_77";"car_modification_1587";"2016";"";20;5;0;0;0;8
2021-11-01;"car_manufacturer_77";"car_modification_1587";"2016";"";32;12;0;0;0;12
2021-12-01;"car_manufacturer_77";"car_modification_1587";"2016";"";35;4;0;0;0;4
2022-01-01;"car_manufacturer_77";"car_modification_1587";"2016";"";37;4;0;0;0;17
2022-02-01;"car_manufacturer_77";"car_modification_1587";"2016";"";53;16;0;0;0;11
2021-05-01;"car_manufacturer_77";"car_modification_1588";"2005";"2011";4562;327;6;12;24;612
2021-06-01;"car_manufacturer_77";"car_modification_1588";"2005";"2011";4328;243;10;14;66;784
2021-07-01;"car_manufacturer_77";"car_modification_1588";"2005";"2011";4634;419;22;34;54;882
2021-08-01;"car_manufacturer_77";"car_modification_1588";"2005";"2011";4916;382;14;20;70;906
2021-09-01;"car_manufacturer_77";"car_modification_1588";"2005";"2011";5394;627;30;46;53;827
2021-10-01;"car_manufacturer_77";"car_modification_1588";"2005";"2011";5979;718;15;30;73;949
2021-11-01;"car_manufacturer_77";"car_modification_1588";"2005";"2011";6290;501;13;25;99;921
2021-12-01;"car_manufacturer_77";"car_modification_1588";"2005";"2011";6787;695;49;62;92;878
2022-01-01;"car_manufacturer_77";"car_modification_1588";"2005";"2011";7278;832;39;51;127;1005
2022-02-01;"car_manufacturer_77";"car_modification_1588";"2005";"2011";8093;1085;43;49;96;894
2021-05-01;"car_manufacturer_77";"car_modification_1589";"2011";"2017";726;26;0;0;4;158
2021-06-01;"car_manufacturer_77";"car_modification_1589";"2011";"2017";744;40;3;7;11;157
2021-07-01;"car_manufacturer_77";"car_modification_1589";"2011";"2017";1176;447;12;28;14;278
2021-08-01;"car_manufacturer_77";"car_modification_1589";"2011";"2017";1650;489;15;25;36;315
2021-09-01;"car_manufacturer_77";"car_modification_1589";"2011";"2017";1838;239;5;6;50;254
2021-10-01;"car_manufacturer_77";"car_modification_1589";"2011";"2017";1953;247;0;5;25;288
2021-11-01;"car_manufacturer_77";"car_modification_1589";"2011";"2017";1985;118;2;4;34;330
2021-12-01;"car_manufacturer_77";"car_modification_1589";"2011";"2017";2101;210;2;5;48;279
2022-01-01;"car_manufacturer_77";"car_modification_1589";"2011";"2017";2975;1014;15;39;46;352
2022-02-01;"car_manufacturer_77";"car_modification_1589";"2011";"2017";3086;223;5;7;39;378
2021-05-01;"car_manufacturer_77";"car_modification_1590";"2018";"";10;2;0;0;1;18
2021-06-01;"car_manufacturer_77";"car_modification_1590";"2018";"";9;0;0;0;0;5
2021-07-01;"car_manufacturer_77";"car_modification_1590";"2018";"";10;1;0;1;0;7
2021-08-01;"car_manufacturer_77";"car_modification_1590";"2018";"";201;191;0;0;1;21
2021-09-01;"car_manufacturer_77";"car_modification_1590";"2018";"";212;12;0;0;1;16
2021-10-01;"car_manufacturer_77";"car_modification_1590";"2018";"";235;27;0;1;0;17
2021-11-01;"car_manufacturer_77";"car_modification_1590";"2018";"";239;10;0;0;1;16
2021-12-01;"car_manufacturer_77";"car_modification_1590";"2018";"";259;30;0;0;0;14
2022-01-01;"car_manufacturer_77";"car_modification_1590";"2018";"";400;154;0;4;0;34
2022-02-01;"car_manufacturer_77";"car_modification_1590";"2018";"";393;11;0;0;2;31
2021-05-01;"car_manufacturer_77";"car_modification_1591";"1993";"2000";47;0;0;0;0;65
2021-06-01;"car_manufacturer_77";"car_modification_1591";"1993";"2000";50;3;0;0;1;28
2021-07-01;"car_manufacturer_77";"car_modification_1591";"1993";"2000";54;5;0;0;0;46
2021-08-01;"car_manufacturer_77";"car_modification_1591";"1993";"2000";58;4;0;0;1;46
2021-09-01;"car_manufacturer_77";"car_modification_1591";"1993";"2000";65;8;0;0;3;78
2021-10-01;"car_manufacturer_77";"car_modification_1591";"1993";"2000";71;9;2;2;4;68
2021-11-01;"car_manufacturer_77";"car_modification_1591";"1993";"2000";82;15;0;0;1;52
2021-12-01;"car_manufacturer_77";"car_modification_1591";"1993";"2000";92;12;0;0;4;62
2022-01-01;"car_manufacturer_77";"car_modification_1591";"1993";"2000";89;2;0;0;2;67
2022-02-01;"car_manufacturer_77";"car_modification_1591";"1993";"2000";90;3;0;0;0;67
2021-05-01;"car_manufacturer_77";"car_modification_1592";"2000";"2007";857;54;1;3;11;329
2021-06-01;"car_manufacturer_77";"car_modification_1592";"2000";"2007";831;23;0;0;9;253
2021-07-01;"car_manufacturer_77";"car_modification_1592";"2000";"2007";885;67;2;3;9;250
2021-08-01;"car_manufacturer_77";"car_modification_1592";"2000";"2007";894;21;1;4;7;312
2021-09-01;"car_manufacturer_77";"car_modification_1592";"2000";"2007";1143;256;0;5;11;356
2021-10-01;"car_manufacturer_77";"car_modification_1592";"2000";"2007";1143;35;1;2;20;395
2021-11-01;"car_manufacturer_77";"car_modification_1592";"2000";"2007";1274;157;0;3;10;349
2021-12-01;"car_manufacturer_77";"car_modification_1592";"2000";"2007";1329;93;1;1;14;365
2022-01-01;"car_manufacturer_77";"car_modification_1592";"2000";"2007";1365;78;4;5;17;367
2022-02-01;"car_manufacturer_77";"car_modification_1592";"2000";"2007";1391;65;1;1;18;330
2021-05-01;"car_manufacturer_77";"car_modification_1593";"2007";"2014";1394;25;1;3;15;312
2021-06-01;"car_manufacturer_77";"car_modification_1593";"2007";"2014";1381;79;7;11;20;336
2021-07-01;"car_manufacturer_77";"car_modification_1593";"2007";"2014";1368;21;0;0;17;298
2021-08-01;"car_manufacturer_77";"car_modification_1593";"2007";"2014";1412;73;1;3;6;353
2021-09-01;"car_manufacturer_77";"car_modification_1593";"2007";"2014";2281;884;11;21;16;330
2021-10-01;"car_manufacturer_77";"car_modification_1593";"2007";"2014";2303;65;1;4;20;483
2021-11-01;"car_manufacturer_77";"car_modification_1593";"2007";"2014";2391;137;4;9;25;427
2021-12-01;"car_manufacturer_77";"car_modification_1593";"2007";"2014";2414;77;3;9;25;469
2022-01-01;"car_manufacturer_77";"car_modification_1593";"2007";"2014";2421;67;1;2;22;563
2022-02-01;"car_manufacturer_77";"car_modification_1593";"2007";"2014";2394;19;0;0;12;483
2021-05-01;"car_manufacturer_77";"car_modification_1594";"2014";"";325;8;1;1;4;163
2021-06-01;"car_manufacturer_77";"car_modification_1594";"2014";"";286;14;0;0;4;99
2021-07-01;"car_manufacturer_77";"car_modification_1594";"2014";"";312;35;0;0;2;97
2021-08-01;"car_manufacturer_77";"car_modification_1594";"2014";"";356;48;0;0;1;153
2021-09-01;"car_manufacturer_77";"car_modification_1594";"2014";"";800;445;4;9;5;131
2021-10-01;"car_manufacturer_77";"car_modification_1594";"2014";"";1018;252;4;6;13;173
2021-11-01;"car_manufacturer_77";"car_modification_1594";"2014";"";1033;41;0;2;5;223
2021-12-01;"car_manufacturer_77";"car_modification_1594";"2014";"";1179;179;5;6;4;227
2022-01-01;"car_manufacturer_77";"car_modification_1594";"2014";"";1202;50;1;1;19;226
2022-02-01;"car_manufacturer_77";"car_modification_1594";"2014";"";1191;37;0;1;8;257
2021-05-01;"car_manufacturer_77";"car_modification_1595";"1993";"2000";8032;250;6;14;42;518
2021-06-01;"car_manufacturer_77";"car_modification_1595";"1993";"2000";6862;130;2;6;41;432
2021-07-01;"car_manufacturer_77";"car_modification_1595";"1993";"2000";6890;123;3;5;56;358
2021-08-01;"car_manufacturer_77";"car_modification_1595";"1993";"2000";6945;160;5;7;43;477
2021-09-01;"car_manufacturer_77";"car_modification_1595";"1993";"2000";7279;400;6;12;56;666
2021-10-01;"car_manufacturer_77";"car_modification_1595";"1993";"2000";7667;493;8;17;49;569
2021-11-01;"car_manufacturer_77";"car_modification_1595";"1993";"2000";7821;287;13;19;64;690
2021-12-01;"car_manufacturer_77";"car_modification_1595";"1993";"2000";8067;413;3;11;62;653
2022-01-01;"car_manufacturer_77";"car_modification_1595";"1993";"2000";8264;361;6;10;66;634
2022-02-01;"car_manufacturer_77";"car_modification_1595";"1993";"2000";8506;449;3;8;65;571
2021-05-01;"car_manufacturer_77";"car_modification_1596";"2000";"2007";26080;1431;48;62;277;2529
2021-06-01;"car_manufacturer_77";"car_modification_1596";"2000";"2007";23612;1228;46;78;238;2570
2021-07-01;"car_manufacturer_77";"car_modification_1596";"2000";"2007";24053;910;58;93;255;2425
2021-08-01;"car_manufacturer_77";"car_modification_1596";"2000";"2007";24747;1169;55;84;318;2679
2021-09-01;"car_manufacturer_77";"car_modification_1596";"2000";"2007";25653;1711;46;77;312;2890
2021-10-01;"car_manufacturer_77";"car_modification_1596";"2000";"2007";26995;1959;71;117;301;2908
2021-11-01;"car_manufacturer_77";"car_modification_1596";"2000";"2007";28298;2155;66;102;358;2918
2021-12-01;"car_manufacturer_77";"car_modification_1596";"2000";"2007";29727;2257;69;103;297;2965
2022-01-01;"car_manufacturer_77";"car_modification_1596";"2000";"2007";30682;1833;74;110;406;3222
2022-02-01;"car_manufacturer_77";"car_modification_1596";"2000";"2007";31238;1714;51;60;323;2752
2021-05-01;"car_manufacturer_77";"car_modification_1597";"2007";"2014";12361;982;31;54;153;1799
2021-06-01;"car_manufacturer_77";"car_modification_1597";"2007";"2014";11624;701;29;41;163;2046
2021-07-01;"car_manufacturer_77";"car_modification_1597";"2007";"2014";12031;718;33;45;180;2282
2021-08-01;"car_manufacturer_77";"car_modification_1597";"2007";"2014";12776;1102;52;77;198;2479
2021-09-01;"car_manufacturer_77";"car_modification_1597";"2007";"2014";13542;1392;43;63;193;2474
2021-10-01;"car_manufacturer_77";"car_modification_1597";"2007";"2014";14670;1566;83;123;232;2853
2021-11-01;"car_manufacturer_77";"car_modification_1597";"2007";"2014";15675;1524;58;107;237;2740
2021-12-01;"car_manufacturer_77";"car_modification_1597";"2007";"2014";16834;1628;70;124;235;2767
2022-01-01;"car_manufacturer_77";"car_modification_1597";"2007";"2014";17362;1175;38;67;278;2971
2022-02-01;"car_manufacturer_77";"car_modification_1597";"2007";"2014";18769;2053;47;66;217;2641
2021-05-01;"car_manufacturer_77";"car_modification_1598";"2014";"2021";5137;566;10;20;61;632
2021-06-01;"car_manufacturer_77";"car_modification_1598";"2014";"2021";5096;432;7;14;46;611
2021-07-01;"car_manufacturer_77";"car_modification_1598";"2014";"2021";5439;440;12;27;71;806
2021-08-01;"car_manufacturer_77";"car_modification_1598";"2014";"2021";6298;996;24;33;94;887
2021-09-01;"car_manufacturer_77";"car_modification_1598";"2014";"2021";6901;763;12;24;83;780
2021-10-01;"car_manufacturer_77";"car_modification_1598";"2014";"2021";7795;1080;23;47;65;893
2021-11-01;"car_manufacturer_77";"car_modification_1598";"2014";"2021";8201;627;21;34;122;1024
2021-12-01;"car_manufacturer_77";"car_modification_1598";"2014";"2021";10096;2141;47;79;121;1022
2022-01-01;"car_manufacturer_77";"car_modification_1598";"2014";"2021";10990;1193;16;38;172;1219
2022-02-01;"car_manufacturer_77";"car_modification_1598";"2014";"2021";11167;735;25;30;123;984
2021-05-01;"car_manufacturer_77";"car_modification_1599";"2021";"";5;5;0;0;0;6
2021-06-01;"car_manufacturer_77";"car_modification_1599";"2021";"";5;0;0;0;0;7
2021-07-01;"car_manufacturer_77";"car_modification_1599";"2021";"";5;0;0;0;0;2
2021-08-01;"car_manufacturer_77";"car_modification_1599";"2021";"";8;3;0;0;0;6
2021-09-01;"car_manufacturer_77";"car_modification_1599";"2021";"";15;7;0;0;0;14
2021-10-01;"car_manufacturer_77";"car_modification_1599";"2021";"";14;0;0;0;0;11
2021-11-01;"car_manufacturer_77";"car_modification_1599";"2021";"";15;1;0;0;0;4
2021-12-01;"car_manufacturer_77";"car_modification_1599";"2021";"";15;0;0;0;0;10
2022-01-01;"car_manufacturer_77";"car_modification_1599";"2021";"";16;1;0;0;0;7
2022-02-01;"car_manufacturer_77";"car_modification_1599";"2021";"";24;8;0;0;0;12
2021-05-01;"car_manufacturer_77";"car_modification_1600";"2013";"2017";480;65;0;0;1;16
2021-06-01;"car_manufacturer_77";"car_modification_1600";"2013";"2017";475;8;0;0;1;32
2021-07-01;"car_manufacturer_77";"car_modification_1600";"2013";"2017";479;13;0;1;4;29
2021-08-01;"car_manufacturer_77";"car_modification_1600";"2013";"2017";478;8;0;0;4;32
2021-09-01;"car_manufacturer_77";"car_modification_1600";"2013";"2017";507;34;1;1;6;29
2021-10-01;"car_manufacturer_77";"car_modification_1600";"2013";"2017";507;9;0;0;2;56
2021-11-01;"car_manufacturer_77";"car_modification_1600";"2013";"2017";513;9;0;0;3;31
2021-12-01;"car_manufacturer_77";"car_modification_1600";"2013";"2017";805;299;1;4;2;44
2022-01-01;"car_manufacturer_77";"car_modification_1600";"2013";"2017";808;10;0;0;7;51
2022-02-01;"car_manufacturer_77";"car_modification_1600";"2013";"2017";775;20;3;3;11;69
2021-05-01;"car_manufacturer_77";"car_modification_1601";"1996";"1998";10;0;0;0;0;5
2021-06-01;"car_manufacturer_77";"car_modification_1601";"1996";"1998";10;0;0;0;0;4
2021-07-01;"car_manufacturer_77";"car_modification_1601";"1996";"1998";10;0;0;0;0;5
2021-08-01;"car_manufacturer_77";"car_modification_1601";"1996";"1998";10;0;0;0;0;6
2021-09-01;"car_manufacturer_77";"car_modification_1601";"1996";"1998";10;0;0;0;0;2
2021-10-01;"car_manufacturer_77";"car_modification_1601";"1996";"1998";11;1;0;0;0;2
2021-11-01;"car_manufacturer_77";"car_modification_1601";"1996";"1998";11;0;0;0;0;7
2021-12-01;"car_manufacturer_77";"car_modification_1601";"1996";"1998";148;137;0;1;0;8
2022-01-01;"car_manufacturer_77";"car_modification_1601";"1996";"1998";147;0;0;0;1;22
2022-02-01;"car_manufacturer_77";"car_modification_1601";"1996";"1998";143;0;0;0;0;9
2021-05-01;"car_manufacturer_77";"car_modification_1602";"2000";"2006";1333;37;5;5;16;68
2021-06-01;"car_manufacturer_77";"car_modification_1602";"2000";"2006";1205;32;0;0;8;125
2021-07-01;"car_manufacturer_77";"car_modification_1602";"2000";"2006";1206;16;0;0;11;110
2021-08-01;"car_manufacturer_77";"car_modification_1602";"2000";"2006";1220;31;0;0;13;164
2021-09-01;"car_manufacturer_77";"car_modification_1602";"2000";"2006";1166;45;0;0;4;94
2021-10-01;"car_manufacturer_77";"car_modification_1602";"2000";"2006";1271;123;0;0;14;196
2021-11-01;"car_manufacturer_77";"car_modification_1602";"2000";"2006";1318;72;1;2;6;229
2021-12-01;"car_manufacturer_77";"car_modification_1602";"2000";"2006";1434;140;2;7;10;140
2022-01-01;"car_manufacturer_77";"car_modification_1602";"2000";"2006";1532;116;2;6;19;142
2022-02-01;"car_manufacturer_77";"car_modification_1602";"2000";"2006";1763;273;7;9;13;152
2021-05-01;"car_manufacturer_77";"car_modification_1603";"2007";"2014";60;8;0;0;2;21
2021-06-01;"car_manufacturer_77";"car_modification_1603";"2007";"2014";69;13;0;0;0;21
2021-07-01;"car_manufacturer_77";"car_modification_1603";"2007";"2014";72;3;0;0;2;26
2021-08-01;"car_manufacturer_77";"car_modification_1603";"2007";"2014";103;38;0;0;0;30
2021-09-01;"car_manufacturer_77";"car_modification_1603";"2007";"2014";113;10;0;0;0;35
2021-10-01;"car_manufacturer_77";"car_modification_1603";"2007";"2014";258;148;0;2;4;68
2021-11-01;"car_manufacturer_77";"car_modification_1603";"2007";"2014";372;129;1;1;3;76
2021-12-01;"car_manufacturer_77";"car_modification_1603";"2007";"2014";401;43;0;0;3;42
2022-01-01;"car_manufacturer_77";"car_modification_1603";"2007";"2014";400;13;1;1;3;118
2022-02-01;"car_manufacturer_77";"car_modification_1603";"2007";"2014";476;99;1;1;2;121
2021-05-01;"car_manufacturer_77";"car_modification_1604";"2013";"2019";3116;464;3;5;28;303
2021-06-01;"car_manufacturer_77";"car_modification_1604";"2013";"2019";3072;117;2;4;36;308
2021-07-01;"car_manufacturer_77";"car_modification_1604";"2013";"2019";3384;369;9;12;45;295
2021-08-01;"car_manufacturer_77";"car_modification_1604";"2013";"2019";3632;315;11;21;45;363
2021-09-01;"car_manufacturer_77";"car_modification_1604";"2013";"2019";3930;390;7;13;59;374
2021-10-01;"car_manufacturer_77";"car_modification_1604";"2013";"2019";4043;251;7;13;58;456
2021-11-01;"car_manufacturer_77";"car_modification_1604";"2013";"2019";4210;271;7;7;69;410
2021-12-01;"car_manufacturer_77";"car_modification_1604";"2013";"2019";4289;206;1;7;56;417
2022-01-01;"car_manufacturer_77";"car_modification_1604";"2013";"2019";4326;168;3;5;70;708
2022-02-01;"car_manufacturer_77";"car_modification_1604";"2013";"2019";4359;174;3;3;56;457
2021-05-01;"car_manufacturer_77";"car_modification_1605";"2019";"";52;0;0;0;0;17
2021-06-01;"car_manufacturer_77";"car_modification_1605";"2019";"";51;0;0;0;0;11
2021-07-01;"car_manufacturer_77";"car_modification_1605";"2019";"";55;4;0;0;1;18
2021-08-01;"car_manufacturer_77";"car_modification_1605";"2019";"";70;16;0;0;0;20
2021-09-01;"car_manufacturer_77";"car_modification_1605";"2019";"";74;6;0;0;0;12
2021-10-01;"car_manufacturer_77";"car_modification_1605";"2019";"";84;12;0;1;0;28
2021-11-01;"car_manufacturer_77";"car_modification_1605";"2019";"";94;13;0;0;1;30
2021-12-01;"car_manufacturer_77";"car_modification_1605";"2019";"";109;20;1;1;0;26
2022-01-01;"car_manufacturer_77";"car_modification_1605";"2019";"";115;11;0;0;1;26
2022-02-01;"car_manufacturer_77";"car_modification_1605";"2019";"";118;5;1;1;1;27
2021-05-01;"car_manufacturer_77";"car_modification_1606";"2008";"2011";1391;20;0;0;4;81
2021-06-01;"car_manufacturer_77";"car_modification_1606";"2008";"2011";1272;8;0;0;8;62
2021-07-01;"car_manufacturer_77";"car_modification_1606";"2008";"2011";1308;58;1;2;9;69
2021-08-01;"car_manufacturer_77";"car_modification_1606";"2008";"2011";1528;236;4;13;8;65
2021-09-01;"car_manufacturer_77";"car_modification_1606";"2008";"2011";1628;137;2;4;14;81
2021-10-01;"car_manufacturer_77";"car_modification_1606";"2008";"2011";1618;33;0;0;12;71
2021-11-01;"car_manufacturer_77";"car_modification_1606";"2008";"2011";1618;37;2;2;16;100
2021-12-01;"car_manufacturer_77";"car_modification_1606";"2008";"2011";1637;64;1;1;23;120
2022-01-01;"car_manufacturer_77";"car_modification_1606";"2008";"2011";1672;82;1;1;11;124
2022-02-01;"car_manufacturer_77";"car_modification_1606";"2008";"2011";1629;61;1;1;8;77
2021-05-01;"car_manufacturer_77";"car_modification_1607";"1997";"2002";1477;249;1;6;8;288
2021-06-01;"car_manufacturer_77";"car_modification_1607";"1997";"2002";1365;81;1;3;8;226
2021-07-01;"car_manufacturer_77";"car_modification_1607";"1997";"2002";1409;63;3;4;15;232
2021-08-01;"car_manufacturer_77";"car_modification_1607";"1997";"2002";1435;51;7;9;26;341
2021-09-01;"car_manufacturer_77";"car_modification_1607";"1997";"2002";1477;81;1;1;16;358
2021-10-01;"car_manufacturer_77";"car_modification_1607";"1997";"2002";1553;114;0;2;12;327
2021-11-01;"car_manufacturer_77";"car_modification_1607";"1997";"2002";1547;31;1;2;14;344
2021-12-01;"car_manufacturer_77";"car_modification_1607";"1997";"2002";1732;218;3;4;14;493
